Date Time,Dataset,Total Number of Samples,Trial Number,Criterion,Number of Samples Forcing a Leaf,Maximum Depth Allowed,Number of folds,Uses Chi-Square Test,Maximum p-value Allowed by Chi-Square Test [between 0 and 1],Uses Monte Carlo,Are Attributes in Random Order?,U [between 0 and 1],L [between 0 and 1],prob_monte_carlo [between 0 and 1],Average Number of Valid Attributes in Root Node (m),Average Number of Nodes (after prunning),Average Tree Depth (after prunning),Total Time Taken for Cross-Validation [s],Accuracy Percentage (with missing values),Accuracy Percentage (without missing values),Number of Samples Classified using Unkown Value,Average Number of Nodes Pruned
2017-04-11 18:25:23.733109,Poker Hand,1000000,3,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,10.0,1.0,0.0,109.66605662999791,50.1209,50.1209,0,0.0
2017-04-11 18:27:14.140330,Poker Hand,1000000,4,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,10.0,1.0,0.0,110.3737579640001,50.1209,50.1209,0,0.0
2017-04-11 18:29:02.907773,Poker Hand,1000000,5,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,10.0,1.0,0.0,108.73582831698877,50.1209,50.1209,0,0.0
2017-04-11 18:30:52.465829,Poker Hand,1000000,1,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,10.0,1.0,0.0,109.52625618300226,50.1209,50.1209,0,0.0
2017-04-11 18:32:43.031911,Poker Hand,1000000,2,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,10.0,1.0,0.0,110.53422512800898,50.1209,50.1209,0,0.0
2017-04-11 18:34:30.315447,Poker Hand,1000000,3,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,10.0,1.0,0.0,107.25228469200374,50.1209,50.1209,0,0.0
2017-04-11 18:36:19.395441,Poker Hand,1000000,4,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,10.0,1.0,0.0,109.04751176600985,50.1209,50.1209,0,0.0
2017-04-11 18:38:19.114347,Poker Hand,1000000,5,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,10.0,1.0,0.0,119.6870373099955,50.1209,50.1209,0,0.0
2017-04-11 18:40:22.806031,Poker Hand,1000000,1,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,10.0,1.0,0.0,123.65904286000296,50.1209,50.1209,0,0.0
2017-04-11 18:42:25.199197,Poker Hand,1000000,2,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,10.0,1.0,0.0,122.36066273700271,50.1209,50.1209,0,0.0
2017-04-11 18:44:28.493209,Poker Hand,1000000,3,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,10.0,1.0,0.0,123.26046747599321,50.1209,50.1209,0,0.0
2017-04-11 18:46:31.297028,Poker Hand,1000000,4,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,10.0,1.0,0.0,122.77103212999646,50.1209,50.1209,0,0.0
2017-04-11 18:48:32.556894,Poker Hand,1000000,5,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,10.0,1.0,0.0,121.22561666699767,50.1209,50.1209,0,0.0
2017-04-11 18:48:32.906090,Titanic Survive,2201,1,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,3.0,1.0,0.0,0.06346540599770378,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:48:32.967917,Titanic Survive,2201,2,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,3.0,1.0,0.0,0.06164599899784662,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:48:33.031936,Titanic Survive,2201,3,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,3.0,1.0,0.0,0.06384188499941956,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:48:33.092972,Titanic Survive,2201,4,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,3.0,1.0,0.0,0.06085272500058636,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:48:33.155340,Titanic Survive,2201,5,Gini Gain,1,5,10,False,None,True,False,0.4,0.1,0.99,3.0,1.0,0.0,0.06217717299296055,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:48:33.215744,Titanic Survive,2201,1,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,3.0,1.0,0.0,0.06021400600729976,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:48:33.278035,Titanic Survive,2201,2,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,3.0,1.0,0.0,0.06209961998683866,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:48:33.339629,Titanic Survive,2201,3,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,3.0,1.0,0.0,0.061404662003042176,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:48:33.401912,Titanic Survive,2201,4,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,3.0,1.0,0.0,0.06209923399728723,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:48:33.463960,Titanic Survive,2201,5,Twoing,1,5,10,False,None,True,False,0.4,0.1,0.99,3.0,1.0,0.0,0.061867256998084486,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:48:33.525724,Titanic Survive,2201,1,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,3.0,1.0,0.0,0.06155164299707394,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:48:33.586428,Titanic Survive,2201,2,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,3.0,1.0,0.0,0.06051846100308467,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:48:33.646256,Titanic Survive,2201,3,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,3.0,1.0,0.0,0.05963507300475612,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:48:33.707808,Titanic Survive,2201,4,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,3.0,1.0,0.0,0.0613447790092323,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:48:33.766964,Titanic Survive,2201,5,Gain Ratio,1,5,10,False,None,True,False,0.4,0.1,0.99,3.0,1.0,0.0,0.0589719010022236,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 18:48:36.421010,Adult Census Income,32561,1,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,2.212852444994496,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:48:38.683808,Adult Census Income,32561,2,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,2.262313467988861,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:48:41.118176,Adult Census Income,32561,3,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,2.433908994004014,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:48:43.516882,Adult Census Income,32561,4,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,2.398243147006724,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:48:45.881660,Adult Census Income,32561,5,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,2.364297695006826,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:48:48.497589,Adult Census Income,32561,1,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,2.615456750005251,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:48:51.235535,Adult Census Income,32561,2,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,2.7374432229989907,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:48:54.516533,Adult Census Income,32561,3,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,3.2803796939988388,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:48:57.431961,Adult Census Income,32561,4,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,2.914911148007377,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:49:00.155471,Adult Census Income,32561,5,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,2.722987836008542,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:49:02.910614,Adult Census Income,32561,1,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,2.754568565011141,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:49:05.502222,Adult Census Income,32561,2,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,2.5907575370074483,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:49:08.112783,Adult Census Income,32561,3,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,2.6100585870008217,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:49:10.695998,Adult Census Income,32561,4,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,2.582709991009324,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:49:14.116294,Adult Census Income,32561,5,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,3.4196647600037977,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 18:49:15.471408,Mushroom,5644,1,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,22.0,1.0,0.0,1.0778641429933487,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:49:16.549435,Mushroom,5644,2,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,22.0,1.0,0.0,1.0777870140009327,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:49:17.628813,Mushroom,5644,3,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,22.0,1.0,0.0,1.0791449820098933,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:49:18.667120,Mushroom,5644,4,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,22.0,1.0,0.0,1.0380882089957595,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:49:19.671471,Mushroom,5644,5,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,22.0,1.0,0.0,1.0041405230003875,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:49:20.676904,Mushroom,5644,1,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,22.0,1.0,0.0,1.005200044994126,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:49:21.680156,Mushroom,5644,2,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,22.0,1.0,0.0,1.0030391619948205,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:49:22.661520,Mushroom,5644,3,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,22.0,1.0,0.0,0.9811548710131319,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:49:23.593475,Mushroom,5644,4,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,22.0,1.0,0.0,0.9317152270086808,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:49:24.568960,Mushroom,5644,5,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,22.0,1.0,0.0,0.9752176990004955,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:49:25.570718,Mushroom,5644,1,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,22.0,1.0,0.0,1.0015194379957393,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:49:26.530387,Mushroom,5644,2,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,22.0,1.0,0.0,0.9594420130015351,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:49:27.552966,Mushroom,5644,3,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,22.0,1.0,0.0,1.022361159994034,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:49:28.549979,Mushroom,5644,4,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,22.0,1.0,0.0,0.9968057460064301,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:49:29.669095,Mushroom,5644,5,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,22.0,1.0,0.0,1.1189069270039909,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 18:49:30.924695,Nursery,12960,1,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,1.0940954370016698,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:49:32.246356,Nursery,12960,2,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,1.3212698150018696,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:49:33.569045,Nursery,12960,3,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,1.3223051709937863,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:49:34.767846,Nursery,12960,4,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,1.1984581910073757,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:49:35.817137,Nursery,12960,5,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,1.0489835420012241,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:49:36.851836,Nursery,12960,1,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,1.0343811079947045,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:49:37.904785,Nursery,12960,2,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,1.0526453329948708,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:49:38.877645,Nursery,12960,3,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,0.9725555079930928,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:49:39.825154,Nursery,12960,4,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,0.9472270609985571,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:49:40.761005,Nursery,12960,5,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,0.9355762340128422,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:49:41.706718,Nursery,12960,1,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,0.9454037859977689,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:49:42.675405,Nursery,12960,2,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,0.9684058840066427,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:49:43.579738,Nursery,12960,3,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,0.9040848050062777,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:49:44.495142,Nursery,12960,4,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,0.9151048369967612,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:49:45.421614,Nursery,12960,5,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,8.0,1.0,0.0,0.9261719490023097,33.333333333333336,33.333333333333336,0,0.0
2017-04-11 18:52:06.189010,Poker Hand,1000000,1,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,10.0,1.0,0.0,122.69248435100599,50.1209,50.1209,0,0.0
2017-04-11 18:54:04.350139,Poker Hand,1000000,2,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,10.0,1.0,0.0,118.12646673299605,50.1209,50.1209,0,0.0
2017-04-11 18:56:03.465549,Poker Hand,1000000,3,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,10.0,1.0,0.0,119.08207398800005,50.1209,50.1209,0,0.0
2017-04-11 18:58:01.196970,Poker Hand,1000000,4,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,10.0,1.0,0.0,117.68436486800783,50.1209,50.1209,0,0.0
2017-04-11 18:59:56.166593,Poker Hand,1000000,5,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,10.0,1.0,0.0,114.93647418600449,50.1209,50.1209,0,0.0
2017-04-11 19:01:51.920584,Poker Hand,1000000,1,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,10.0,1.0,0.0,115.72019412000373,50.1209,50.1209,0,0.0
2017-04-11 19:03:50.173628,Poker Hand,1000000,2,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,10.0,1.0,0.0,118.19790501600073,50.1209,50.1209,0,0.0
2017-04-11 19:05:48.620058,Poker Hand,1000000,3,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,10.0,1.0,0.0,118.41243511199718,50.1209,50.1209,0,0.0
2017-04-11 19:07:44.268644,Poker Hand,1000000,4,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,10.0,1.0,0.0,115.6155570629926,50.1209,50.1209,0,0.0
2017-04-11 19:09:39.100531,Poker Hand,1000000,5,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,10.0,1.0,0.0,114.78476330799458,50.1209,50.1209,0,0.0
2017-04-11 19:11:34.385614,Poker Hand,1000000,1,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,10.0,1.0,0.0,115.25140293099685,50.1209,50.1209,0,0.0
2017-04-11 19:13:22.595285,Poker Hand,1000000,2,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,10.0,1.0,0.0,108.17749882598582,50.1209,50.1209,0,0.0
2017-04-11 19:15:12.169957,Poker Hand,1000000,3,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,10.0,1.0,0.0,109.54524296498857,50.1209,50.1209,0,0.0
2017-04-11 19:17:01.333673,Poker Hand,1000000,4,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,10.0,1.0,0.0,109.13340682099806,50.1209,50.1209,0,0.0
2017-04-11 19:18:50.242674,Poker Hand,1000000,5,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,10.0,1.0,0.0,108.87835328899382,50.1209,50.1209,0,0.0
2017-04-11 19:18:50.575692,Titanic Survive,2201,1,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,3.0,1.0,0.0,0.06173542198666837,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:18:50.637818,Titanic Survive,2201,2,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,3.0,1.0,0.0,0.06193707599595655,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:18:50.700401,Titanic Survive,2201,3,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,3.0,1.0,0.0,0.06239874601305928,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:18:50.762879,Titanic Survive,2201,4,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,3.0,1.0,0.0,0.06228979201114271,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:18:50.823359,Titanic Survive,2201,5,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.95,3.0,1.0,0.0,0.06032383099955041,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:18:50.883534,Titanic Survive,2201,1,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,3.0,1.0,0.0,0.060020709002856165,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:18:50.943687,Titanic Survive,2201,2,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,3.0,1.0,0.0,0.060012362999259494,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:18:51.003963,Titanic Survive,2201,3,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,3.0,1.0,0.0,0.06013368599815294,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:18:51.064385,Titanic Survive,2201,4,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,3.0,1.0,0.0,0.060275127994827926,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:18:51.124646,Titanic Survive,2201,5,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.95,3.0,1.0,0.0,0.06011206099356059,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:18:51.185158,Titanic Survive,2201,1,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,3.0,1.0,0.0,0.06034917900979053,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:18:51.245240,Titanic Survive,2201,2,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,3.0,1.0,0.0,0.059933173994068056,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:18:51.305424,Titanic Survive,2201,3,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,3.0,1.0,0.0,0.060031872999388725,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:18:51.365730,Titanic Survive,2201,4,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,3.0,1.0,0.0,0.06014390201016795,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:18:51.426175,Titanic Survive,2201,5,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.95,3.0,1.0,0.0,0.06028110299666878,67.69650159018627,67.69650159018627,0,0.0
2017-04-11 19:18:54.070131,Adult Census Income,32561,1,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,2.1974413200077834,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:18:56.320863,Adult Census Income,32561,2,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,2.2502679150056792,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:18:58.713319,Adult Census Income,32561,3,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,2.391988617993775,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:19:01.037104,Adult Census Income,32561,4,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,2.323303286000737,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:19:03.252652,Adult Census Income,32561,5,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,2.2150681500061182,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:19:05.585561,Adult Census Income,32561,1,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,2.332435639007599,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:19:07.994894,Adult Census Income,32561,2,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,2.408855928995763,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:19:10.213782,Adult Census Income,32561,3,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,2.2184106259956025,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:19:12.438930,Adult Census Income,32561,4,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,2.2246630220033694,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:19:14.910109,Adult Census Income,32561,5,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,2.4707050300057745,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:19:17.291264,Adult Census Income,32561,1,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,2.3806735950056463,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:19:19.562194,Adult Census Income,32561,2,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,2.2704219310107874,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:19:21.984346,Adult Census Income,32561,3,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,2.421377418009797,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:19:24.430403,Adult Census Income,32561,4,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,2.445590823990642,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:19:26.671575,Adult Census Income,32561,5,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,2.240675868000835,75.91904425539757,75.91904425539757,0,0.0
2017-04-11 19:19:27.773469,Mushroom,5644,1,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,22.0,1.0,0.0,0.9019494070089422,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:19:28.769033,Mushroom,5644,2,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,22.0,1.0,0.0,0.9953410269954475,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:19:29.754654,Mushroom,5644,3,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,22.0,1.0,0.0,0.9854205059964443,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:19:30.742561,Mushroom,5644,4,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,22.0,1.0,0.0,0.9876993660000153,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:19:31.762002,Mushroom,5644,5,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,22.0,1.0,0.0,1.0192333879967919,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:19:33.145503,Mushroom,5644,1,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,22.0,1.0,0.0,1.3832337700005155,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:19:34.644422,Mushroom,5644,2,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,22.0,1.0,0.0,1.4986070029990515,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:19:36.087804,Mushroom,5644,3,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,22.0,1.0,0.0,1.4430932740069693,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:19:37.207973,Mushroom,5644,4,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,22.0,1.0,0.0,1.119932871995843,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:19:38.372777,Mushroom,5644,5,Twoing,1,5,10,False,None,True,False,0.3,0.1,0.99,22.0,1.0,0.0,1.1645616160094505,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:19:39.511118,Mushroom,5644,1,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,22.0,1.0,0.0,1.1380788120004581,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:19:40.586593,Mushroom,5644,2,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,22.0,1.0,0.0,1.0752438959898427,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:19:41.588551,Mushroom,5644,3,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,22.0,1.0,0.0,1.001739485989674,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:19:42.619637,Mushroom,5644,4,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,22.0,1.0,0.0,1.030868351997924,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:19:43.618306,Mushroom,5644,5,Gain Ratio,1,5,10,False,None,True,False,0.3,0.1,0.99,22.0,1.0,0.0,0.9984538680000696,61.800141743444364,61.800141743444364,0,0.0
2017-04-11 19:19:44.615018,Nursery,12960,1,Gini Gain,1,5,10,False,None,True,False,0.3,0.1,0.99,8.0,1.0,0.0,0.8363932049978757,33.333333333333336,33.333333333333336,0,0.0
