parents,has_nurs,form,children,housing,finance,social,health,NewAttrib1,NewAttrib2,NewAttrib3,class
pretentious,proper,incomplete,3,convenient,convenient,nonprob,priority,pretentiousproper,incomplete3convenientconvenient,nonprobpriority,priority
pretentious,proper,incomplete,3,convenient,convenient,nonprob,not_recom,pretentiousproper,incomplete3convenientconvenient,nonprobnot_recom,not_recom
pretentious,proper,incomplete,3,convenient,convenient,slightly_prob,recommended,pretentiousproper,incomplete3convenientconvenient,slightly_probrecommended,very_recom
pretentious,proper,incomplete,3,convenient,convenient,slightly_prob,priority,pretentiousproper,incomplete3convenientconvenient,slightly_probpriority,priority
pretentious,proper,incomplete,3,convenient,convenient,slightly_prob,not_recom,pretentiousproper,incomplete3convenientconvenient,slightly_probnot_recom,not_recom
pretentious,proper,incomplete,3,convenient,convenient,problematic,recommended,pretentiousproper,incomplete3convenientconvenient,problematicrecommended,priority
pretentious,proper,incomplete,3,convenient,convenient,problematic,priority,pretentiousproper,incomplete3convenientconvenient,problematicpriority,priority
pretentious,proper,incomplete,3,convenient,convenient,problematic,not_recom,pretentiousproper,incomplete3convenientconvenient,problematicnot_recom,not_recom
pretentious,proper,incomplete,3,convenient,inconv,nonprob,recommended,pretentiousproper,incomplete3convenientinconv,nonprobrecommended,priority
pretentious,proper,incomplete,3,convenient,inconv,nonprob,priority,pretentiousproper,incomplete3convenientinconv,nonprobpriority,priority
pretentious,proper,incomplete,3,convenient,inconv,nonprob,not_recom,pretentiousproper,incomplete3convenientinconv,nonprobnot_recom,not_recom
pretentious,proper,incomplete,3,convenient,inconv,slightly_prob,recommended,pretentiousproper,incomplete3convenientinconv,slightly_probrecommended,priority
pretentious,proper,incomplete,3,convenient,inconv,slightly_prob,priority,pretentiousproper,incomplete3convenientinconv,slightly_probpriority,priority
pretentious,proper,incomplete,3,convenient,inconv,slightly_prob,not_recom,pretentiousproper,incomplete3convenientinconv,slightly_probnot_recom,not_recom
pretentious,proper,incomplete,3,convenient,inconv,problematic,recommended,pretentiousproper,incomplete3convenientinconv,problematicrecommended,priority
pretentious,proper,incomplete,3,convenient,inconv,problematic,priority,pretentiousproper,incomplete3convenientinconv,problematicpriority,priority
pretentious,proper,incomplete,3,convenient,inconv,problematic,not_recom,pretentiousproper,incomplete3convenientinconv,problematicnot_recom,not_recom
pretentious,proper,incomplete,3,less_conv,convenient,nonprob,recommended,pretentiousproper,incomplete3less_convconvenient,nonprobrecommended,priority
pretentious,proper,incomplete,3,less_conv,convenient,nonprob,priority,pretentiousproper,incomplete3less_convconvenient,nonprobpriority,priority
pretentious,proper,incomplete,3,less_conv,convenient,nonprob,not_recom,pretentiousproper,incomplete3less_convconvenient,nonprobnot_recom,not_recom
pretentious,proper,incomplete,3,less_conv,convenient,slightly_prob,recommended,pretentiousproper,incomplete3less_convconvenient,slightly_probrecommended,priority
pretentious,proper,incomplete,3,less_conv,convenient,slightly_prob,priority,pretentiousproper,incomplete3less_convconvenient,slightly_probpriority,priority
pretentious,proper,incomplete,3,less_conv,convenient,slightly_prob,not_recom,pretentiousproper,incomplete3less_convconvenient,slightly_probnot_recom,not_recom
pretentious,proper,incomplete,3,less_conv,convenient,problematic,recommended,pretentiousproper,incomplete3less_convconvenient,problematicrecommended,priority
pretentious,proper,incomplete,3,less_conv,convenient,problematic,priority,pretentiousproper,incomplete3less_convconvenient,problematicpriority,priority
pretentious,proper,incomplete,3,less_conv,convenient,problematic,not_recom,pretentiousproper,incomplete3less_convconvenient,problematicnot_recom,not_recom
pretentious,proper,incomplete,3,less_conv,inconv,nonprob,recommended,pretentiousproper,incomplete3less_convinconv,nonprobrecommended,priority
pretentious,proper,incomplete,3,less_conv,inconv,nonprob,priority,pretentiousproper,incomplete3less_convinconv,nonprobpriority,priority
pretentious,proper,incomplete,3,less_conv,inconv,nonprob,not_recom,pretentiousproper,incomplete3less_convinconv,nonprobnot_recom,not_recom
pretentious,proper,incomplete,3,less_conv,inconv,slightly_prob,recommended,pretentiousproper,incomplete3less_convinconv,slightly_probrecommended,priority
pretentious,proper,incomplete,3,less_conv,inconv,slightly_prob,priority,pretentiousproper,incomplete3less_convinconv,slightly_probpriority,priority
pretentious,proper,incomplete,3,less_conv,inconv,slightly_prob,not_recom,pretentiousproper,incomplete3less_convinconv,slightly_probnot_recom,not_recom
pretentious,proper,incomplete,3,less_conv,inconv,problematic,recommended,pretentiousproper,incomplete3less_convinconv,problematicrecommended,priority
pretentious,proper,incomplete,3,less_conv,inconv,problematic,priority,pretentiousproper,incomplete3less_convinconv,problematicpriority,priority
pretentious,proper,incomplete,3,less_conv,inconv,problematic,not_recom,pretentiousproper,incomplete3less_convinconv,problematicnot_recom,not_recom
pretentious,proper,incomplete,3,critical,convenient,nonprob,recommended,pretentiousproper,incomplete3criticalconvenient,nonprobrecommended,priority
pretentious,proper,incomplete,3,critical,convenient,nonprob,priority,pretentiousproper,incomplete3criticalconvenient,nonprobpriority,priority
pretentious,proper,incomplete,3,critical,convenient,nonprob,not_recom,pretentiousproper,incomplete3criticalconvenient,nonprobnot_recom,not_recom
pretentious,proper,incomplete,3,critical,convenient,slightly_prob,recommended,pretentiousproper,incomplete3criticalconvenient,slightly_probrecommended,priority
pretentious,proper,incomplete,3,critical,convenient,slightly_prob,priority,pretentiousproper,incomplete3criticalconvenient,slightly_probpriority,priority
pretentious,proper,incomplete,3,critical,convenient,slightly_prob,not_recom,pretentiousproper,incomplete3criticalconvenient,slightly_probnot_recom,not_recom
pretentious,proper,incomplete,3,critical,convenient,problematic,recommended,pretentiousproper,incomplete3criticalconvenient,problematicrecommended,priority
pretentious,proper,incomplete,3,critical,convenient,problematic,priority,pretentiousproper,incomplete3criticalconvenient,problematicpriority,priority
pretentious,proper,incomplete,3,critical,convenient,problematic,not_recom,pretentiousproper,incomplete3criticalconvenient,problematicnot_recom,not_recom
pretentious,proper,incomplete,3,critical,inconv,nonprob,recommended,pretentiousproper,incomplete3criticalinconv,nonprobrecommended,priority
pretentious,proper,incomplete,3,critical,inconv,nonprob,priority,pretentiousproper,incomplete3criticalinconv,nonprobpriority,priority
pretentious,proper,incomplete,3,critical,inconv,nonprob,not_recom,pretentiousproper,incomplete3criticalinconv,nonprobnot_recom,not_recom
pretentious,proper,incomplete,3,critical,inconv,slightly_prob,recommended,pretentiousproper,incomplete3criticalinconv,slightly_probrecommended,priority
pretentious,proper,incomplete,3,critical,inconv,slightly_prob,priority,pretentiousproper,incomplete3criticalinconv,slightly_probpriority,priority
pretentious,proper,incomplete,3,critical,inconv,slightly_prob,not_recom,pretentiousproper,incomplete3criticalinconv,slightly_probnot_recom,not_recom
pretentious,proper,incomplete,3,critical,inconv,problematic,recommended,pretentiousproper,incomplete3criticalinconv,problematicrecommended,priority
pretentious,proper,incomplete,3,critical,inconv,problematic,priority,pretentiousproper,incomplete3criticalinconv,problematicpriority,priority
pretentious,proper,incomplete,3,critical,inconv,problematic,not_recom,pretentiousproper,incomplete3criticalinconv,problematicnot_recom,not_recom
pretentious,proper,incomplete,more,convenient,convenient,nonprob,recommended,pretentiousproper,incompletemoreconvenientconvenient,nonprobrecommended,very_recom
pretentious,proper,incomplete,more,convenient,convenient,nonprob,priority,pretentiousproper,incompletemoreconvenientconvenient,nonprobpriority,priority
pretentious,proper,incomplete,more,convenient,convenient,nonprob,not_recom,pretentiousproper,incompletemoreconvenientconvenient,nonprobnot_recom,not_recom
pretentious,proper,incomplete,more,convenient,convenient,slightly_prob,recommended,pretentiousproper,incompletemoreconvenientconvenient,slightly_probrecommended,very_recom
pretentious,proper,incomplete,more,convenient,convenient,slightly_prob,priority,pretentiousproper,incompletemoreconvenientconvenient,slightly_probpriority,priority
pretentious,proper,incomplete,more,convenient,convenient,slightly_prob,not_recom,pretentiousproper,incompletemoreconvenientconvenient,slightly_probnot_recom,not_recom
pretentious,proper,incomplete,more,convenient,convenient,problematic,recommended,pretentiousproper,incompletemoreconvenientconvenient,problematicrecommended,priority
pretentious,proper,incomplete,more,convenient,convenient,problematic,priority,pretentiousproper,incompletemoreconvenientconvenient,problematicpriority,priority
pretentious,proper,incomplete,more,convenient,convenient,problematic,not_recom,pretentiousproper,incompletemoreconvenientconvenient,problematicnot_recom,not_recom
pretentious,proper,incomplete,more,convenient,inconv,nonprob,recommended,pretentiousproper,incompletemoreconvenientinconv,nonprobrecommended,priority
pretentious,proper,incomplete,more,convenient,inconv,nonprob,priority,pretentiousproper,incompletemoreconvenientinconv,nonprobpriority,priority
pretentious,proper,incomplete,more,convenient,inconv,nonprob,not_recom,pretentiousproper,incompletemoreconvenientinconv,nonprobnot_recom,not_recom
pretentious,proper,incomplete,more,convenient,inconv,slightly_prob,recommended,pretentiousproper,incompletemoreconvenientinconv,slightly_probrecommended,priority
pretentious,proper,incomplete,more,convenient,inconv,slightly_prob,priority,pretentiousproper,incompletemoreconvenientinconv,slightly_probpriority,priority
pretentious,proper,incomplete,more,convenient,inconv,slightly_prob,not_recom,pretentiousproper,incompletemoreconvenientinconv,slightly_probnot_recom,not_recom
pretentious,proper,incomplete,more,convenient,inconv,problematic,recommended,pretentiousproper,incompletemoreconvenientinconv,problematicrecommended,priority
pretentious,proper,incomplete,more,convenient,inconv,problematic,priority,pretentiousproper,incompletemoreconvenientinconv,problematicpriority,priority
pretentious,proper,incomplete,more,convenient,inconv,problematic,not_recom,pretentiousproper,incompletemoreconvenientinconv,problematicnot_recom,not_recom
pretentious,proper,incomplete,more,less_conv,convenient,nonprob,recommended,pretentiousproper,incompletemoreless_convconvenient,nonprobrecommended,priority
pretentious,proper,incomplete,more,less_conv,convenient,nonprob,priority,pretentiousproper,incompletemoreless_convconvenient,nonprobpriority,priority
pretentious,proper,incomplete,more,less_conv,convenient,nonprob,not_recom,pretentiousproper,incompletemoreless_convconvenient,nonprobnot_recom,not_recom
pretentious,proper,incomplete,more,less_conv,convenient,slightly_prob,recommended,pretentiousproper,incompletemoreless_convconvenient,slightly_probrecommended,priority
pretentious,proper,incomplete,more,less_conv,convenient,slightly_prob,priority,pretentiousproper,incompletemoreless_convconvenient,slightly_probpriority,priority
pretentious,proper,incomplete,more,less_conv,convenient,slightly_prob,not_recom,pretentiousproper,incompletemoreless_convconvenient,slightly_probnot_recom,not_recom
pretentious,proper,incomplete,more,less_conv,convenient,problematic,recommended,pretentiousproper,incompletemoreless_convconvenient,problematicrecommended,priority
pretentious,proper,incomplete,more,less_conv,convenient,problematic,priority,pretentiousproper,incompletemoreless_convconvenient,problematicpriority,priority
pretentious,proper,incomplete,more,less_conv,convenient,problematic,not_recom,pretentiousproper,incompletemoreless_convconvenient,problematicnot_recom,not_recom
pretentious,proper,incomplete,more,less_conv,inconv,nonprob,recommended,pretentiousproper,incompletemoreless_convinconv,nonprobrecommended,priority
pretentious,proper,incomplete,more,less_conv,inconv,nonprob,priority,pretentiousproper,incompletemoreless_convinconv,nonprobpriority,priority
pretentious,proper,incomplete,more,less_conv,inconv,nonprob,not_recom,pretentiousproper,incompletemoreless_convinconv,nonprobnot_recom,not_recom
pretentious,proper,incomplete,more,less_conv,inconv,slightly_prob,recommended,pretentiousproper,incompletemoreless_convinconv,slightly_probrecommended,priority
pretentious,proper,incomplete,more,less_conv,inconv,slightly_prob,priority,pretentiousproper,incompletemoreless_convinconv,slightly_probpriority,priority
pretentious,proper,incomplete,more,less_conv,inconv,slightly_prob,not_recom,pretentiousproper,incompletemoreless_convinconv,slightly_probnot_recom,not_recom
pretentious,proper,incomplete,more,less_conv,inconv,problematic,recommended,pretentiousproper,incompletemoreless_convinconv,problematicrecommended,priority
pretentious,proper,incomplete,more,less_conv,inconv,problematic,priority,pretentiousproper,incompletemoreless_convinconv,problematicpriority,priority
pretentious,proper,incomplete,more,less_conv,inconv,problematic,not_recom,pretentiousproper,incompletemoreless_convinconv,problematicnot_recom,not_recom
pretentious,proper,incomplete,more,critical,convenient,nonprob,recommended,pretentiousproper,incompletemorecriticalconvenient,nonprobrecommended,priority
pretentious,proper,incomplete,more,critical,convenient,nonprob,priority,pretentiousproper,incompletemorecriticalconvenient,nonprobpriority,priority
pretentious,proper,incomplete,more,critical,convenient,nonprob,not_recom,pretentiousproper,incompletemorecriticalconvenient,nonprobnot_recom,not_recom
pretentious,proper,incomplete,more,critical,convenient,slightly_prob,recommended,pretentiousproper,incompletemorecriticalconvenient,slightly_probrecommended,priority
pretentious,proper,incomplete,more,critical,convenient,slightly_prob,priority,pretentiousproper,incompletemorecriticalconvenient,slightly_probpriority,priority
pretentious,proper,incomplete,more,critical,convenient,slightly_prob,not_recom,pretentiousproper,incompletemorecriticalconvenient,slightly_probnot_recom,not_recom
pretentious,proper,incomplete,more,critical,convenient,problematic,recommended,pretentiousproper,incompletemorecriticalconvenient,problematicrecommended,priority
pretentious,proper,incomplete,more,critical,convenient,problematic,priority,pretentiousproper,incompletemorecriticalconvenient,problematicpriority,priority
pretentious,proper,incomplete,more,critical,convenient,problematic,not_recom,pretentiousproper,incompletemorecriticalconvenient,problematicnot_recom,not_recom
pretentious,proper,incomplete,more,critical,inconv,nonprob,recommended,pretentiousproper,incompletemorecriticalinconv,nonprobrecommended,priority
pretentious,proper,incomplete,more,critical,inconv,nonprob,priority,pretentiousproper,incompletemorecriticalinconv,nonprobpriority,priority
pretentious,proper,incomplete,more,critical,inconv,nonprob,not_recom,pretentiousproper,incompletemorecriticalinconv,nonprobnot_recom,not_recom
pretentious,proper,incomplete,more,critical,inconv,slightly_prob,recommended,pretentiousproper,incompletemorecriticalinconv,slightly_probrecommended,priority
pretentious,proper,incomplete,more,critical,inconv,slightly_prob,priority,pretentiousproper,incompletemorecriticalinconv,slightly_probpriority,priority
pretentious,proper,incomplete,more,critical,inconv,slightly_prob,not_recom,pretentiousproper,incompletemorecriticalinconv,slightly_probnot_recom,not_recom
pretentious,proper,incomplete,more,critical,inconv,problematic,recommended,pretentiousproper,incompletemorecriticalinconv,problematicrecommended,priority
pretentious,proper,incomplete,more,critical,inconv,problematic,priority,pretentiousproper,incompletemorecriticalinconv,problematicpriority,priority
pretentious,proper,incomplete,more,critical,inconv,problematic,not_recom,pretentiousproper,incompletemorecriticalinconv,problematicnot_recom,not_recom
pretentious,proper,foster,1,convenient,convenient,nonprob,recommended,pretentiousproper,foster1convenientconvenient,nonprobrecommended,very_recom
pretentious,proper,foster,1,convenient,convenient,nonprob,priority,pretentiousproper,foster1convenientconvenient,nonprobpriority,priority
pretentious,proper,foster,1,convenient,convenient,nonprob,not_recom,pretentiousproper,foster1convenientconvenient,nonprobnot_recom,not_recom
pretentious,proper,foster,1,convenient,convenient,slightly_prob,recommended,pretentiousproper,foster1convenientconvenient,slightly_probrecommended,very_recom
pretentious,proper,foster,1,convenient,convenient,slightly_prob,priority,pretentiousproper,foster1convenientconvenient,slightly_probpriority,priority
pretentious,proper,foster,1,convenient,convenient,slightly_prob,not_recom,pretentiousproper,foster1convenientconvenient,slightly_probnot_recom,not_recom
pretentious,proper,foster,1,convenient,convenient,problematic,recommended,pretentiousproper,foster1convenientconvenient,problematicrecommended,priority
pretentious,proper,foster,1,convenient,convenient,problematic,priority,pretentiousproper,foster1convenientconvenient,problematicpriority,priority
pretentious,proper,foster,1,convenient,convenient,problematic,not_recom,pretentiousproper,foster1convenientconvenient,problematicnot_recom,not_recom
pretentious,proper,foster,1,convenient,inconv,nonprob,recommended,pretentiousproper,foster1convenientinconv,nonprobrecommended,priority
pretentious,proper,foster,1,convenient,inconv,nonprob,priority,pretentiousproper,foster1convenientinconv,nonprobpriority,priority
pretentious,proper,foster,1,convenient,inconv,nonprob,not_recom,pretentiousproper,foster1convenientinconv,nonprobnot_recom,not_recom
pretentious,proper,foster,1,convenient,inconv,slightly_prob,recommended,pretentiousproper,foster1convenientinconv,slightly_probrecommended,priority
pretentious,proper,foster,1,convenient,inconv,slightly_prob,priority,pretentiousproper,foster1convenientinconv,slightly_probpriority,priority
pretentious,proper,foster,1,convenient,inconv,slightly_prob,not_recom,pretentiousproper,foster1convenientinconv,slightly_probnot_recom,not_recom
pretentious,proper,foster,1,convenient,inconv,problematic,recommended,pretentiousproper,foster1convenientinconv,problematicrecommended,priority
pretentious,proper,foster,1,convenient,inconv,problematic,priority,pretentiousproper,foster1convenientinconv,problematicpriority,priority
pretentious,proper,foster,1,convenient,inconv,problematic,not_recom,pretentiousproper,foster1convenientinconv,problematicnot_recom,not_recom
pretentious,proper,foster,1,less_conv,convenient,nonprob,recommended,pretentiousproper,foster1less_convconvenient,nonprobrecommended,priority
pretentious,proper,foster,1,less_conv,convenient,nonprob,priority,pretentiousproper,foster1less_convconvenient,nonprobpriority,priority
pretentious,proper,foster,1,less_conv,convenient,nonprob,not_recom,pretentiousproper,foster1less_convconvenient,nonprobnot_recom,not_recom
pretentious,proper,foster,1,less_conv,convenient,slightly_prob,recommended,pretentiousproper,foster1less_convconvenient,slightly_probrecommended,priority
pretentious,proper,foster,1,less_conv,convenient,slightly_prob,priority,pretentiousproper,foster1less_convconvenient,slightly_probpriority,priority
pretentious,proper,foster,1,less_conv,convenient,slightly_prob,not_recom,pretentiousproper,foster1less_convconvenient,slightly_probnot_recom,not_recom
pretentious,proper,foster,1,less_conv,convenient,problematic,recommended,pretentiousproper,foster1less_convconvenient,problematicrecommended,priority
pretentious,proper,foster,1,less_conv,convenient,problematic,priority,pretentiousproper,foster1less_convconvenient,problematicpriority,priority
pretentious,proper,foster,1,less_conv,convenient,problematic,not_recom,pretentiousproper,foster1less_convconvenient,problematicnot_recom,not_recom
pretentious,proper,foster,1,less_conv,inconv,nonprob,recommended,pretentiousproper,foster1less_convinconv,nonprobrecommended,priority
pretentious,proper,foster,1,less_conv,inconv,nonprob,priority,pretentiousproper,foster1less_convinconv,nonprobpriority,priority
pretentious,proper,foster,1,less_conv,inconv,nonprob,not_recom,pretentiousproper,foster1less_convinconv,nonprobnot_recom,not_recom
pretentious,proper,foster,1,less_conv,inconv,slightly_prob,recommended,pretentiousproper,foster1less_convinconv,slightly_probrecommended,priority
pretentious,proper,foster,1,less_conv,inconv,slightly_prob,priority,pretentiousproper,foster1less_convinconv,slightly_probpriority,priority
pretentious,proper,foster,1,less_conv,inconv,slightly_prob,not_recom,pretentiousproper,foster1less_convinconv,slightly_probnot_recom,not_recom
pretentious,proper,foster,1,less_conv,inconv,problematic,recommended,pretentiousproper,foster1less_convinconv,problematicrecommended,priority
pretentious,proper,foster,1,less_conv,inconv,problematic,priority,pretentiousproper,foster1less_convinconv,problematicpriority,priority
pretentious,proper,foster,1,less_conv,inconv,problematic,not_recom,pretentiousproper,foster1less_convinconv,problematicnot_recom,not_recom
pretentious,proper,foster,1,critical,convenient,nonprob,recommended,pretentiousproper,foster1criticalconvenient,nonprobrecommended,priority
pretentious,proper,foster,1,critical,convenient,nonprob,priority,pretentiousproper,foster1criticalconvenient,nonprobpriority,priority
pretentious,proper,foster,1,critical,convenient,nonprob,not_recom,pretentiousproper,foster1criticalconvenient,nonprobnot_recom,not_recom
pretentious,proper,foster,1,critical,convenient,slightly_prob,recommended,pretentiousproper,foster1criticalconvenient,slightly_probrecommended,priority
pretentious,proper,foster,1,critical,convenient,slightly_prob,priority,pretentiousproper,foster1criticalconvenient,slightly_probpriority,priority
pretentious,proper,foster,1,critical,convenient,slightly_prob,not_recom,pretentiousproper,foster1criticalconvenient,slightly_probnot_recom,not_recom
pretentious,proper,foster,1,critical,convenient,problematic,recommended,pretentiousproper,foster1criticalconvenient,problematicrecommended,priority
pretentious,proper,foster,1,critical,convenient,problematic,priority,pretentiousproper,foster1criticalconvenient,problematicpriority,priority
pretentious,proper,foster,1,critical,convenient,problematic,not_recom,pretentiousproper,foster1criticalconvenient,problematicnot_recom,not_recom
pretentious,proper,foster,1,critical,inconv,nonprob,recommended,pretentiousproper,foster1criticalinconv,nonprobrecommended,priority
pretentious,proper,foster,1,critical,inconv,nonprob,priority,pretentiousproper,foster1criticalinconv,nonprobpriority,priority
pretentious,proper,foster,1,critical,inconv,nonprob,not_recom,pretentiousproper,foster1criticalinconv,nonprobnot_recom,not_recom
pretentious,proper,foster,1,critical,inconv,slightly_prob,recommended,pretentiousproper,foster1criticalinconv,slightly_probrecommended,priority
pretentious,proper,foster,1,critical,inconv,slightly_prob,priority,pretentiousproper,foster1criticalinconv,slightly_probpriority,priority
pretentious,proper,foster,1,critical,inconv,slightly_prob,not_recom,pretentiousproper,foster1criticalinconv,slightly_probnot_recom,not_recom
pretentious,proper,foster,1,critical,inconv,problematic,recommended,pretentiousproper,foster1criticalinconv,problematicrecommended,priority
pretentious,proper,foster,1,critical,inconv,problematic,priority,pretentiousproper,foster1criticalinconv,problematicpriority,priority
pretentious,proper,foster,1,critical,inconv,problematic,not_recom,pretentiousproper,foster1criticalinconv,problematicnot_recom,not_recom
pretentious,proper,foster,2,convenient,convenient,nonprob,recommended,pretentiousproper,foster2convenientconvenient,nonprobrecommended,very_recom
pretentious,proper,foster,2,convenient,convenient,nonprob,priority,pretentiousproper,foster2convenientconvenient,nonprobpriority,priority
pretentious,proper,foster,2,convenient,convenient,nonprob,not_recom,pretentiousproper,foster2convenientconvenient,nonprobnot_recom,not_recom
pretentious,proper,foster,2,convenient,convenient,slightly_prob,recommended,pretentiousproper,foster2convenientconvenient,slightly_probrecommended,very_recom
pretentious,proper,foster,2,convenient,convenient,slightly_prob,priority,pretentiousproper,foster2convenientconvenient,slightly_probpriority,priority
pretentious,proper,foster,2,convenient,convenient,slightly_prob,not_recom,pretentiousproper,foster2convenientconvenient,slightly_probnot_recom,not_recom
pretentious,proper,foster,2,convenient,convenient,problematic,recommended,pretentiousproper,foster2convenientconvenient,problematicrecommended,priority
pretentious,proper,foster,2,convenient,convenient,problematic,priority,pretentiousproper,foster2convenientconvenient,problematicpriority,priority
pretentious,proper,foster,2,convenient,convenient,problematic,not_recom,pretentiousproper,foster2convenientconvenient,problematicnot_recom,not_recom
pretentious,proper,foster,2,convenient,inconv,nonprob,recommended,pretentiousproper,foster2convenientinconv,nonprobrecommended,priority
pretentious,proper,foster,2,convenient,inconv,nonprob,priority,pretentiousproper,foster2convenientinconv,nonprobpriority,priority
pretentious,proper,foster,2,convenient,inconv,nonprob,not_recom,pretentiousproper,foster2convenientinconv,nonprobnot_recom,not_recom
pretentious,proper,foster,2,convenient,inconv,slightly_prob,recommended,pretentiousproper,foster2convenientinconv,slightly_probrecommended,priority
pretentious,proper,foster,2,convenient,inconv,slightly_prob,priority,pretentiousproper,foster2convenientinconv,slightly_probpriority,priority
pretentious,proper,foster,2,convenient,inconv,slightly_prob,not_recom,pretentiousproper,foster2convenientinconv,slightly_probnot_recom,not_recom
pretentious,proper,foster,2,convenient,inconv,problematic,recommended,pretentiousproper,foster2convenientinconv,problematicrecommended,priority
pretentious,proper,foster,2,convenient,inconv,problematic,priority,pretentiousproper,foster2convenientinconv,problematicpriority,priority
pretentious,proper,foster,2,convenient,inconv,problematic,not_recom,pretentiousproper,foster2convenientinconv,problematicnot_recom,not_recom
pretentious,proper,foster,2,less_conv,convenient,nonprob,recommended,pretentiousproper,foster2less_convconvenient,nonprobrecommended,priority
pretentious,proper,foster,2,less_conv,convenient,nonprob,priority,pretentiousproper,foster2less_convconvenient,nonprobpriority,priority
pretentious,proper,foster,2,less_conv,convenient,nonprob,not_recom,pretentiousproper,foster2less_convconvenient,nonprobnot_recom,not_recom
pretentious,proper,foster,2,less_conv,convenient,slightly_prob,recommended,pretentiousproper,foster2less_convconvenient,slightly_probrecommended,priority
pretentious,proper,foster,2,less_conv,convenient,slightly_prob,priority,pretentiousproper,foster2less_convconvenient,slightly_probpriority,priority
pretentious,proper,foster,2,less_conv,convenient,slightly_prob,not_recom,pretentiousproper,foster2less_convconvenient,slightly_probnot_recom,not_recom
pretentious,proper,foster,2,less_conv,convenient,problematic,recommended,pretentiousproper,foster2less_convconvenient,problematicrecommended,priority
pretentious,proper,foster,2,less_conv,convenient,problematic,priority,pretentiousproper,foster2less_convconvenient,problematicpriority,priority
pretentious,proper,foster,2,less_conv,convenient,problematic,not_recom,pretentiousproper,foster2less_convconvenient,problematicnot_recom,not_recom
pretentious,proper,foster,2,less_conv,inconv,nonprob,recommended,pretentiousproper,foster2less_convinconv,nonprobrecommended,priority
pretentious,proper,foster,2,less_conv,inconv,nonprob,priority,pretentiousproper,foster2less_convinconv,nonprobpriority,priority
pretentious,proper,foster,2,less_conv,inconv,nonprob,not_recom,pretentiousproper,foster2less_convinconv,nonprobnot_recom,not_recom
pretentious,proper,foster,2,less_conv,inconv,slightly_prob,recommended,pretentiousproper,foster2less_convinconv,slightly_probrecommended,priority
pretentious,proper,foster,2,less_conv,inconv,slightly_prob,priority,pretentiousproper,foster2less_convinconv,slightly_probpriority,priority
pretentious,proper,foster,2,less_conv,inconv,slightly_prob,not_recom,pretentiousproper,foster2less_convinconv,slightly_probnot_recom,not_recom
pretentious,proper,foster,2,less_conv,inconv,problematic,recommended,pretentiousproper,foster2less_convinconv,problematicrecommended,priority
pretentious,proper,foster,2,less_conv,inconv,problematic,priority,pretentiousproper,foster2less_convinconv,problematicpriority,priority
pretentious,proper,foster,2,less_conv,inconv,problematic,not_recom,pretentiousproper,foster2less_convinconv,problematicnot_recom,not_recom
pretentious,proper,foster,2,critical,convenient,nonprob,recommended,pretentiousproper,foster2criticalconvenient,nonprobrecommended,priority
pretentious,proper,foster,2,critical,convenient,nonprob,priority,pretentiousproper,foster2criticalconvenient,nonprobpriority,priority
pretentious,proper,foster,2,critical,convenient,nonprob,not_recom,pretentiousproper,foster2criticalconvenient,nonprobnot_recom,not_recom
pretentious,proper,foster,2,critical,convenient,slightly_prob,recommended,pretentiousproper,foster2criticalconvenient,slightly_probrecommended,priority
pretentious,proper,foster,2,critical,convenient,slightly_prob,priority,pretentiousproper,foster2criticalconvenient,slightly_probpriority,priority
pretentious,proper,foster,2,critical,convenient,slightly_prob,not_recom,pretentiousproper,foster2criticalconvenient,slightly_probnot_recom,not_recom
pretentious,proper,foster,2,critical,convenient,problematic,recommended,pretentiousproper,foster2criticalconvenient,problematicrecommended,priority
pretentious,proper,foster,2,critical,convenient,problematic,priority,pretentiousproper,foster2criticalconvenient,problematicpriority,priority
pretentious,proper,foster,2,critical,convenient,problematic,not_recom,pretentiousproper,foster2criticalconvenient,problematicnot_recom,not_recom
pretentious,proper,foster,2,critical,inconv,nonprob,recommended,pretentiousproper,foster2criticalinconv,nonprobrecommended,priority
pretentious,proper,foster,2,critical,inconv,nonprob,priority,pretentiousproper,foster2criticalinconv,nonprobpriority,priority
pretentious,proper,foster,2,critical,inconv,nonprob,not_recom,pretentiousproper,foster2criticalinconv,nonprobnot_recom,not_recom
pretentious,proper,foster,2,critical,inconv,slightly_prob,recommended,pretentiousproper,foster2criticalinconv,slightly_probrecommended,priority
pretentious,proper,foster,2,critical,inconv,slightly_prob,priority,pretentiousproper,foster2criticalinconv,slightly_probpriority,priority
pretentious,proper,foster,2,critical,inconv,slightly_prob,not_recom,pretentiousproper,foster2criticalinconv,slightly_probnot_recom,not_recom
pretentious,proper,foster,2,critical,inconv,problematic,recommended,pretentiousproper,foster2criticalinconv,problematicrecommended,priority
pretentious,proper,foster,2,critical,inconv,problematic,priority,pretentiousproper,foster2criticalinconv,problematicpriority,priority
pretentious,proper,foster,2,critical,inconv,problematic,not_recom,pretentiousproper,foster2criticalinconv,problematicnot_recom,not_recom
pretentious,proper,foster,3,convenient,convenient,nonprob,recommended,pretentiousproper,foster3convenientconvenient,nonprobrecommended,very_recom
pretentious,proper,foster,3,convenient,convenient,nonprob,priority,pretentiousproper,foster3convenientconvenient,nonprobpriority,priority
pretentious,proper,foster,3,convenient,convenient,nonprob,not_recom,pretentiousproper,foster3convenientconvenient,nonprobnot_recom,not_recom
