Wife_age,wife_educ,husband_educ,num_of_child,wife_relig,wife_works,husband-occup,std_of_living,media_exposure,contraceptive_method_used
37,avg-high,high,three,Non-Islam,No,three,high,Good,
37,avg-high,high,four,Non-Islam,No,two,high,Good,
35,high,high,three,Non-Islam,No,three,high,Good,
29,avg-low,avg-high,four,Islam,No,three,avg-low,Good,
28,high,high,two,Non-Islam,No,two,high,Good,
46,high,high,four,Non-Islam,No,one,high,Good,
34,high,avg-high,three,Non-Islam,No,two,high,Good,
43,avg-high,avg-high,two,Non-Islam,Yes,three,high,Good,
28,high,high,three,Non-Islam,Yes,three,high,Good,
28,avg-high,avg-high,three,Islam,Yes,two,high,Good,
34,high,high,six,Islam,No,two,avg-low,Good,
27,avg-low,high,four,Islam,No,three,high,Good,
36,low,avg-high,six,Islam,No,three,avg-low,Good,
17,avg-low,avg-low,zero,Islam,Yes,three,avg-low,Good,
21,avg-high,avg-high,one,Islam,No,three,avg-low,Good,
25,avg-low,avg-low,one,Islam,No,three,low,Good,
23,avg-low,avg-high,two,Islam,Yes,three,avg-low,Good,
25,avg-low,avg-low,one,Islam,No,three,avg-high,Good,
35,low,avg-low,four,Islam,Yes,four,high,Good,
32,avg-high,high,four,Islam,No,three,avg-low,Good,
37,avg-low,avg-high,five,Islam,No,four,avg-low,Good,
31,avg-high,high,four,Islam,Yes,three,avg-high,Good,
25,avg-high,high,three,Islam,No,three,high,Good,
26,avg-high,high,four,Islam,No,two,high,Good,
39,low,avg-low,two,Islam,Yes,two,high,Good,
21,avg-high,avg-high,two,Islam,No,two,avg-high,Good,
35,avg-high,avg-low,nine,Islam,Yes,three,high,Good,
20,avg-low,avg-low,one,Islam,No,three,avg-low,Good,
40,avg-low,avg-high,five,Islam,No,three,avg-high,Good,
41,avg-high,avg-high,seven,Non-Islam,No,two,high,Good,
36,avg-low,high,eight,Islam,No,one,high,Good,
40,avg-low,high,three,Non-Islam,No,three,high,Good,
32,high,high,three,Islam,Yes,one,high,Good,
24,avg-high,high,four,Islam,No,two,avg-high,Good,
20,avg-high,high,one,Non-Islam,No,two,high,Good,
32,high,high,four,Islam,Yes,one,high,Good,
22,avg-low,avg-low,three,Islam,Yes,three,avg-high,Good,
30,avg-high,avg-high,four,Islam,Yes,two,avg-low,Good,
31,high,high,three,Islam,Yes,one,high,Good,
35,avg-high,high,five,Islam,No,one,high,Good,
38,high,high,two,Islam,No,three,high,Good,
31,high,high,one,Islam,No,one,high,Good,
25,high,high,two,Islam,No,two,high,Good,
30,high,high,two,Islam,No,one,high,Good,
22,low,avg-low,two,Islam,No,three,high,Good,
31,high,high,three,Islam,No,one,high,Good,
29,high,high,three,Islam,No,three,high,Good,
29,avg-low,avg-high,three,Islam,Yes,three,avg-low,Good,
38,high,high,three,Non-Islam,Yes,three,avg-high,Not Good,
22,avg-high,high,two,Islam,No,two,high,Good,
45,high,high,three,Islam,No,one,high,Good,
26,avg-high,high,three,Islam,No,three,avg-low,Good,
37,high,high,three,Non-Islam,No,three,high,Good,
36,high,high,three,Non-Islam,No,two,high,Good,
33,high,high,two,Islam,No,two,high,Good,
32,high,high,three,Islam,Yes,one,high,Good,
35,high,high,four,Non-Islam,Yes,one,high,Good,
25,high,high,one,Islam,No,one,high,Good,
31,high,high,three,Islam,No,four,high,Good,
25,avg-low,avg-high,five,Islam,No,two,avg-high,Good,
26,avg-high,avg-low,five,Islam,No,two,avg-low,Good,
23,avg-low,avg-high,three,Islam,No,two,avg-high,Good,
28,avg-high,high,three,Islam,No,one,high,Good,
34,avg-high,high,three,Non-Islam,Yes,three,high,Good,
46,avg-high,high,nine,Islam,No,three,high,Good,
25,high,high,one,Islam,No,one,high,Good,
21,avg-low,low,three,Islam,Yes,three,low,Not Good,
25,avg-low,avg-high,four,Islam,Yes,three,avg-low,Good,
28,avg-low,avg-high,six,Islam,No,two,high,Good,
36,avg-low,high,eleven,Islam,No,one,high,Not Good,
46,low,avg-low,nine,Islam,Yes,three,high,Not Good,
35,avg-low,avg-low,six,Islam,Yes,three,low,Not Good,Long-term
41,avg-high,avg-low,eleven,Islam,No,two,avg-high,Good,Long-term
27,avg-low,high,one,Islam,Yes,one,low,Good,Long-term
25,high,high,zero,Islam,Yes,three,high,Good,Long-term
23,avg-low,avg-low,two,Islam,No,three,avg-high,Good,Long-term
48,low,low,one,Islam,Yes,three,avg-high,Not Good,Long-term
23,high,high,zero,Islam,Yes,one,high,Good,Long-term
31,avg-high,high,two,Islam,No,three,avg-high,Good,Long-term
49,high,high,one,Islam,No,three,high,Good,Long-term
42,avg-low,avg-high,two,Islam,No,one,high,Good,Long-term
26,avg-low,high,three,Islam,No,three,high,Good,Long-term
21,avg-low,avg-low,one,Islam,No,three,avg-low,Good,Long-term
29,avg-high,high,four,Islam,No,one,high,Good,Long-term
38,low,avg-low,twelve,Islam,No,two,avg-high,Good,Long-term
25,high,high,two,Islam,No,three,avg-low,Good,Long-term
22,high,high,zero,Islam,No,three,avg-low,Good,Long-term
20,avg-high,high,zero,Islam,No,three,avg-high,Good,Long-term
35,high,high,one,Islam,No,one,avg-high,Good,Long-term
32,avg-low,avg-high,one,Islam,No,three,avg-high,Good,Long-term
38,avg-low,high,three,Islam,No,one,avg-high,Good,Long-term
27,low,avg-low,four,Islam,No,one,high,Not Good,Long-term
41,avg-low,high,one,Islam,No,two,avg-high,Good,Long-term
28,avg-high,high,zero,Islam,Yes,one,avg-high,Good,Long-term
23,high,high,one,Islam,Yes,three,avg-high,Good,Long-term
27,high,high,one,Non-Islam,Yes,two,high,Good,Long-term
33,high,high,two,Non-Islam,No,one,high,Good,Long-term
39,avg-low,avg-low,five,Islam,Yes,three,avg-low,Not Good,Long-term
41,avg-low,avg-low,five,Non-Islam,No,two,avg-low,Good,Long-term
40,avg-low,avg-low,eight,Islam,No,one,avg-high,Good,Long-term
43,avg-high,high,ten,Islam,No,three,avg-high,Good,Long-term
35,avg-high,high,six,Islam,Yes,two,avg-low,Good,Long-term
32,avg-high,high,zero,Islam,No,three,high,Good,Long-term
49,avg-low,avg-high,four,Islam,No,two,avg-high,Good,Long-term
47,avg-low,avg-low,four,Islam,No,three,low,Good,Long-term
42,high,high,one,Islam,No,two,high,Good,Long-term
48,high,high,four,Non-Islam,No,one,high,Good,Long-term
42,high,high,three,Islam,No,one,high,Good,Long-term
37,high,high,two,Islam,No,one,high,Good,Long-term
23,avg-high,avg-high,one,Islam,Yes,two,high,Good,Long-term
24,avg-high,high,zero,Islam,Yes,two,avg-high,Good,Long-term
43,avg-low,avg-high,three,Non-Islam,No,two,avg-high,Good,Long-term
24,avg-high,avg-high,two,Islam,Yes,three,avg-low,Good,Long-term
29,avg-low,high,zero,Islam,Yes,three,high,Good,Long-term
45,low,low,zero,Non-Islam,Yes,two,low,Good,Long-term
31,high,high,three,Islam,Yes,two,avg-high,Good,Long-term
44,low,high,nine,Islam,No,one,avg-low,Good,Long-term
28,avg-low,avg-high,one,Islam,No,three,low,Good,Long-term
28,avg-high,high,one,Non-Islam,No,two,avg-low,Good,Long-term
33,low,avg-low,zero,Islam,Yes,three,avg-high,Good,Long-term
43,high,high,six,Islam,No,one,avg-high,Good,Long-term
34,avg-high,high,four,Islam,No,one,avg-high,Good,Long-term
36,low,high,two,Islam,No,two,avg-low,Good,Long-term
22,high,high,zero,Islam,Yes,two,high,Good,Long-term
35,avg-low,avg-high,eight,Islam,No,three,avg-high,Not Good,Long-term
25,high,high,one,Islam,No,one,high,Good,Long-term
43,low,avg-low,eight,Islam,No,two,avg-low,Not Good,Long-term
46,low,high,eight,Islam,No,one,high,Not Good,Long-term
27,avg-high,high,two,Islam,No,one,avg-high,Good,Long-term
30,low,low,seven,Islam,No,two,avg-high,Good,Long-term
25,high,high,one,Islam,No,three,high,Good,Long-term
42,high,high,one,Islam,Yes,one,high,Good,Long-term
30,low,avg-high,one,Islam,No,three,high,Good,Long-term
27,avg-high,avg-high,four,Islam,No,two,high,Good,Long-term
45,avg-low,avg-high,eleven,Islam,No,two,avg-high,Good,Long-term
29,avg-high,high,two,Islam,No,one,avg-high,Good,Long-term
36,low,high,one,Islam,No,three,avg-high,Good,Long-term
49,low,avg-low,eight,Islam,No,three,low,Not Good,Long-term
47,low,high,seven,Islam,No,two,avg-high,Good,Long-term
30,high,high,four,Islam,No,two,high,Good,Long-term
24,avg-low,avg-high,two,Islam,No,three,low,Good,Long-term
48,low,low,six,Islam,No,two,avg-high,Not Good,Long-term
47,low,avg-low,two,Islam,No,two,avg-high,Not Good,Long-term
24,avg-high,high,one,Islam,Yes,three,avg-high,Good,Long-term
48,avg-high,high,five,Islam,No,two,avg-high,Good,Long-term
38,low,avg-low,eight,Islam,No,three,avg-high,Not Good,Long-term
45,avg-high,high,zero,Islam,No,one,avg-high,Good,Long-term
43,high,high,three,Non-Islam,No,two,high,Good,Long-term
33,low,low,five,Islam,No,three,low,Not Good,Long-term
37,avg-high,high,seven,Islam,No,three,high,Good,Long-term
36,avg-low,low,six,Islam,No,two,avg-high,Good,Long-term
25,avg-high,high,three,Islam,No,one,low,Good,Long-term
49,high,high,six,Non-Islam,Yes,one,high,Good,Long-term
30,high,high,one,Islam,Yes,one,high,Good,Long-term
35,high,high,five,Islam,No,one,high,Good,Long-term
28,avg-low,high,zero,Islam,No,three,low,Good,Long-term
30,high,avg-low,zero,Islam,Yes,three,avg-high,Good,Long-term
27,high,high,two,Islam,Yes,one,high,Good,Long-term
45,avg-low,high,eight,Islam,No,two,avg-high,Good,Long-term
46,avg-high,low,five,Islam,No,three,avg-low,Good,Long-term
28,low,high,zero,Islam,Yes,four,low,Good,Long-term
21,avg-low,high,zero,Islam,No,two,avg-low,Good,Long-term
20,avg-high,high,two,Islam,No,three,avg-high,Good,Long-term
28,avg-high,avg-high,five,Islam,No,three,avg-high,Good,Long-term
25,avg-high,avg-high,one,Islam,No,two,avg-low,Good,Long-term
38,low,avg-low,six,Islam,No,two,low,Not Good,Long-term
20,avg-high,high,one,Islam,No,three,avg-low,Good,Long-term
24,avg-high,high,two,Islam,No,two,high,Good,Long-term
39,avg-high,low,one,Islam,No,two,avg-high,Good,Long-term
25,low,avg-high,one,Islam,No,four,avg-low,Good,Long-term
23,avg-high,high,four,Islam,No,three,low,Not Good,Long-term
24,high,high,one,Islam,Yes,one,avg-high,Good,Long-term
26,high,high,three,Islam,No,one,high,Good,Long-term
20,avg-high,high,two,Islam,No,three,avg-low,Good,Long-term
31,avg-high,avg-high,one,Islam,Yes,three,high,Good,Long-term
22,high,high,zero,Islam,No,two,low,Not Good,Long-term
36,avg-low,avg-high,six,Islam,No,two,avg-high,Good,Long-term
45,avg-high,high,zero,Islam,No,one,avg-high,Good,Long-term
47,avg-low,avg-low,seven,Islam,No,two,avg-low,Good,Long-term
30,avg-low,avg-high,one,Islam,No,two,low,Good,Long-term
35,high,high,three,Islam,No,one,high,Good,Long-term
34,avg-low,avg-low,nine,Islam,Yes,two,avg-high,Good,Long-term
28,high,high,one,Islam,Yes,one,avg-high,Good,Long-term
18,avg-high,high,one,Islam,No,three,avg-high,Good,Long-term
25,avg-low,avg-high,two,Islam,No,three,avg-low,Good,Long-term
27,avg-high,high,zero,Islam,Yes,three,avg-high,Good,Long-term
21,high,high,one,Islam,No,three,high,Good,Long-term
19,high,high,one,Islam,No,one,avg-high,Good,Long-term
26,high,high,zero,Islam,No,three,high,Good,Long-term
28,high,high,five,Islam,No,one,high,Good,Long-term
38,low,avg-high,four,Islam,Yes,two,avg-low,Good,Long-term
39,avg-low,avg-high,ten,Islam,No,three,high,Good,Long-term
45,avg-low,avg-high,six,Islam,No,three,avg-low,Not Good,Long-term
30,avg-high,high,four,Non-Islam,No,two,avg-high,Good,Long-term
47,avg-low,high,two,Islam,No,three,avg-low,Not Good,Long-term
38,avg-low,avg-low,six,Islam,No,three,high,Good,Long-term
42,avg-high,avg-high,five,Islam,No,two,avg-low,Good,Long-term
31,high,high,two,Islam,No,one,avg-low,Good,Long-term
44,low,avg-low,two,Islam,No,three,low,Good,Long-term
42,high,high,three,Islam,Yes,one,high,Good,Long-term
28,high,high,two,Islam,No,one,avg-high,Good,Long-term
34,avg-low,high,six,Islam,Yes,three,high,Good,Long-term
45,low,avg-high,seven,Islam,Yes,one,avg-high,Good,Long-term
43,high,high,five,Islam,No,one,avg-high,Good,Long-term
28,avg-high,high,zero,Islam,Yes,three,high,Good,Long-term
27,avg-high,high,zero,Islam,No,three,avg-high,Good,Long-term
26,avg-low,avg-high,one,Islam,Yes,four,high,Good,Long-term
26,avg-high,high,one,Non-Islam,No,two,avg-low,Good,Long-term
37,avg-high,high,four,Islam,Yes,two,high,Good,Long-term
48,avg-high,high,eleven,Islam,No,one,high,Good,Long-term
47,avg-low,avg-high,twelve,Islam,No,three,low,Good,Long-term
22,avg-low,high,one,Islam,No,three,high,Good,Long-term
48,high,high,one,Non-Islam,No,one,high,Good,Long-term
42,low,avg-high,twelve,Islam,No,two,high,Good,Long-term
32,high,high,three,Islam,No,one,high,Good,Long-term
33,high,high,three,Non-Islam,Yes,one,avg-high,Good,Long-term
45,high,high,one,Islam,Yes,one,high,Good,Long-term
26,avg-low,avg-high,one,Islam,Yes,three,high,Not Good,Long-term
45,high,high,one,Islam,No,one,high,Good,Long-term
25,avg-high,avg-high,one,Islam,Yes,two,high,Good,Long-term
36,high,avg-high,three,Islam,Yes,three,avg-low,Good,Long-term
31,avg-high,avg-high,two,Islam,Yes,three,avg-high,Good,Long-term
22,avg-high,high,two,Islam,No,three,avg-high,Good,Long-term
46,high,high,ten,Islam,No,one,avg-high,Good,Long-term
26,avg-low,avg-high,three,Islam,No,three,high,Good,Long-term
25,avg-high,avg-low,one,Islam,Yes,three,avg-high,Good,Long-term
20,high,high,zero,Non-Islam,Yes,two,high,Good,Long-term
31,avg-high,high,three,Non-Islam,Yes,two,high,Good,Long-term
36,avg-high,avg-high,three,Non-Islam,Yes,two,avg-high,Not Good,Long-term
47,avg-high,avg-low,five,Islam,No,four,high,Good,Long-term
43,avg-high,high,two,Non-Islam,No,three,high,Good,Long-term
20,avg-high,high,zero,Islam,No,three,avg-high,Good,Long-term
24,high,high,four,Islam,No,one,high,Good,Long-term
33,avg-low,avg-low,three,Non-Islam,Yes,two,high,Good,Long-term
41,avg-high,high,three,Non-Islam,No,two,high,Good,Long-term
48,avg-high,high,four,Non-Islam,No,two,high,Good,Long-term
32,high,high,one,Non-Islam,No,one,high,Good,Long-term
38,avg-high,avg-high,four,Non-Islam,Yes,three,avg-low,Not Good,Long-term
48,avg-high,high,eight,Islam,No,three,avg-high,Good,Long-term
34,low,avg-high,four,Islam,Yes,three,high,Good,Long-term
31,low,low,six,Islam,No,three,avg-low,Good,Long-term
46,low,avg-low,seven,Islam,No,three,low,Not Good,Long-term
45,avg-low,avg-low,seven,Islam,No,three,low,Not Good,Long-term
34,avg-high,high,four,Non-Islam,No,three,low,Not Good,Long-term
16,avg-low,high,one,Islam,No,three,high,Good,Long-term
18,avg-high,avg-low,one,Islam,No,three,low,Good,Long-term
22,avg-low,avg-low,one,Islam,No,three,low,Not Good,Long-term
32,avg-low,avg-low,two,Islam,No,two,high,Good,Long-term
41,low,avg-high,three,Islam,Yes,two,high,Good,Long-term
22,avg-high,avg-high,two,Islam,No,two,high,Good,Long-term
23,avg-high,avg-low,zero,Islam,No,two,avg-low,Good,Long-term
22,avg-high,high,zero,Islam,Yes,three,high,Good,Long-term
40,avg-low,avg-low,six,Islam,No,two,avg-low,Not Good,Long-term
29,avg-high,high,one,Non-Islam,No,two,avg-high,Good,Long-term
42,high,high,zero,Non-Islam,Yes,three,high,Good,Long-term
29,avg-high,high,two,Islam,No,three,high,Good,Long-term
31,avg-high,avg-low,one,Islam,No,three,high,Good,Long-term
28,high,high,three,Non-Islam,Yes,one,high,Good,Long-term
21,avg-low,avg-high,zero,Islam,No,three,high,Good,Long-term
26,high,high,two,Islam,No,one,avg-high,Good,Long-term
37,avg-high,high,zero,Islam,No,three,high,Good,Long-term
24,avg-high,high,two,Islam,No,two,avg-low,Good,Long-term
25,high,high,zero,Non-Islam,No,two,high,Good,Long-term
22,avg-low,low,zero,Islam,No,two,avg-low,Good,Long-term
45,high,high,one,Islam,No,one,high,Good,Long-term
47,high,high,one,Islam,No,one,high,Good,Long-term
28,high,high,five,Islam,Yes,three,high,Good,Long-term
24,avg-low,avg-low,four,Islam,No,three,high,Good,Long-term
34,avg-high,avg-high,six,Islam,No,two,avg-high,Good,Long-term
47,avg-low,avg-high,five,Islam,No,one,low,Good,Long-term
31,avg-high,high,two,Islam,No,one,high,Good,Long-term
26,low,avg-high,one,Islam,No,three,low,Good,Long-term
25,high,high,three,Islam,No,one,avg-low,Good,Long-term
47,low,low,four,Islam,No,two,avg-low,Good,Long-term
48,low,low,eight,Islam,No,one,low,Not Good,Long-term
38,avg-low,avg-low,ten,Islam,No,three,avg-low,Good,Long-term
32,low,avg-high,four,Islam,No,two,avg-low,Not Good,Long-term
47,low,avg-low,two,Islam,No,two,high,Good,Long-term
27,high,high,three,Islam,No,one,high,Good,Long-term
40,low,low,zero,Islam,No,three,avg-low,Good,Long-term
46,high,high,six,Islam,No,one,high,Good,Long-term
33,avg-high,avg-high,three,Islam,No,three,high,Good,Long-term
49,low,avg-low,five,Islam,Yes,two,avg-low,Not Good,Long-term
21,avg-low,high,three,Islam,No,three,avg-low,Good,Long-term
31,high,high,zero,Non-Islam,Yes,two,high,Good,Long-term
42,high,high,four,Islam,No,three,high,Good,Short-term
35,high,high,three,Islam,No,one,high,Good,Short-term
31,high,high,four,Islam,No,three,avg-high,Good,Short-term
42,high,high,six,Islam,No,one,avg-high,Good,Short-term
49,avg-high,high,four,Islam,No,three,high,Good,Short-term
21,high,high,one,Islam,No,one,avg-high,Good,Short-term
28,avg-high,high,three,Islam,No,one,high,Good,Short-term
22,high,high,one,Islam,No,one,avg-high,Good,Short-term
36,high,high,three,Islam,Yes,one,high,Good,Short-term
45,avg-low,avg-low,nine,Islam,No,three,avg-high,Good,Short-term
40,high,high,four,Islam,No,one,high,Good,Short-term
30,avg-low,avg-low,seven,Islam,No,three,high,Good,Short-term
35,high,high,five,Islam,Yes,one,high,Good,Short-term
26,avg-low,high,two,Islam,No,one,high,Good,Short-term
45,high,high,three,Islam,No,one,high,Good,Short-term
27,avg-high,avg-high,two,Islam,No,three,high,Good,Short-term
32,high,high,four,Islam,No,one,avg-low,Good,Short-term
27,high,high,three,Islam,No,one,avg-high,Good,Short-term
28,high,high,two,Non-Islam,No,one,high,Good,Short-term
30,high,high,three,Islam,No,two,low,Good,Short-term
34,high,high,four,Islam,No,two,high,Good,Short-term
26,avg-high,high,three,Islam,No,two,avg-high,Good,Short-term
44,low,high,two,Islam,No,one,avg-high,Good,Short-term
29,high,high,three,Islam,No,one,high,Good,Short-term
26,avg-high,high,two,Islam,No,three,avg-high,Good,Short-term
41,high,high,eight,Islam,No,one,high,Good,Short-term
32,avg-high,avg-high,four,Islam,Yes,three,avg-high,Good,Short-term
23,avg-high,low,one,Islam,Yes,three,avg-high,Good,Short-term
38,avg-low,avg-high,four,Islam,No,one,avg-low,Good,Short-term
22,high,high,one,Islam,Yes,two,avg-low,Good,Short-term
34,avg-high,high,three,Non-Islam,No,one,high,Good,Short-term
38,avg-high,high,seven,Non-Islam,No,two,avg-high,Good,Short-term
21,high,high,one,Islam,No,one,high,Good,Short-term
43,low,avg-high,four,Islam,No,one,high,Good,Short-term
44,avg-high,avg-high,nine,Islam,No,one,low,Good,Short-term
24,high,high,one,Islam,No,two,high,Good,Short-term
27,high,high,one,Islam,Yes,three,avg-high,Good,Short-term
34,avg-high,high,four,Islam,No,three,avg-high,Good,Short-term
29,avg-high,high,two,Islam,No,one,high,Good,Short-term
26,high,high,one,Islam,Yes,two,avg-high,Good,Short-term
37,high,high,seven,Islam,No,one,high,Good,Short-term
21,avg-high,high,three,Islam,No,one,high,Good,Short-term
47,high,high,four,Non-Islam,No,two,high,Good,Short-term
41,high,high,three,Islam,Yes,two,avg-high,Good,Short-term
29,avg-high,high,three,Islam,No,one,avg-high,Good,Short-term
25,high,high,one,Islam,Yes,one,high,Good,Short-term
33,high,high,two,Non-Islam,Yes,one,avg-high,Good,Short-term
23,high,high,one,Non-Islam,No,one,high,Good,Short-term
32,high,high,four,Islam,No,two,avg-high,Good,Short-term
45,high,high,three,Islam,No,one,high,Good,Short-term
37,high,high,four,Islam,No,one,high,Good,Short-term
35,avg-low,high,four,Non-Islam,No,three,avg-low,Good,Short-term
37,high,high,three,Islam,No,three,high,Good,Short-term
35,high,high,five,Islam,No,two,high,Good,Short-term
23,high,high,one,Islam,No,three,avg-high,Good,Short-term
38,avg-low,avg-low,eight,Islam,No,two,avg-low,Good,Short-term
41,high,high,four,Non-Islam,Yes,two,high,Good,Short-term
35,low,avg-low,nine,Islam,Yes,three,low,Good,Short-term
29,high,high,three,Islam,No,three,avg-low,Good,Short-term
26,avg-high,avg-high,two,Islam,No,one,avg-high,Good,Short-term
22,avg-high,avg-high,two,Islam,No,three,avg-high,Good,Short-term
30,avg-low,avg-high,five,Islam,No,three,low,Not Good,Short-term
36,high,high,three,Islam,No,three,avg-high,Good,Short-term
26,avg-high,high,three,Islam,No,one,high,Good,Short-term
32,high,high,two,Islam,Yes,three,high,Good,Short-term
39,high,high,three,Non-Islam,No,two,high,Good,Short-term
29,avg-high,high,three,Islam,No,one,avg-high,Good,Short-term
40,high,high,five,Islam,No,one,avg-high,Good,Short-term
43,avg-high,avg-high,six,Islam,Yes,three,avg-low,Good,Short-term
44,avg-high,high,six,Islam,No,three,avg-low,Good,Short-term
24,high,high,two,Islam,No,two,high,Good,Short-term
42,high,high,three,Islam,Yes,one,high,Good,Short-term
33,avg-high,high,two,Islam,No,one,high,Good,Short-term
24,high,high,one,Non-Islam,No,two,avg-high,Good,Short-term
28,avg-high,high,two,Non-Islam,No,two,avg-high,Good,Short-term
32,avg-low,low,five,Islam,Yes,two,avg-low,Good,Short-term
26,avg-low,avg-low,four,Islam,No,three,high,Good,Short-term
27,high,high,one,Islam,No,one,high,Good,Short-term
41,avg-high,high,three,Non-Islam,No,two,high,Good,Short-term
28,avg-high,high,two,Non-Islam,No,three,avg-high,Good,Short-term
23,high,high,one,Islam,Yes,three,high,Good,Short-term
31,avg-low,avg-low,four,Islam,No,four,avg-high,Not Good,Short-term
33,high,high,three,Non-Islam,No,two,high,Good,Short-term
35,high,high,five,Islam,No,one,high,Good,Short-term
39,avg-high,high,five,Islam,No,three,high,Good,Short-term
27,high,high,two,Islam,No,one,avg-high,Good,Short-term
48,high,high,three,Non-Islam,No,one,high,Good,Short-term
25,avg-high,low,two,Islam,Yes,three,high,Good,Short-term
38,high,high,four,Islam,No,two,high,Good,Short-term
48,high,high,seven,Islam,Yes,one,high,Good,Short-term
34,high,high,four,Islam,Yes,three,avg-high,Good,Short-term
36,avg-high,avg-high,four,Islam,No,one,avg-high,Good,Short-term
34,high,high,three,Islam,Yes,three,high,Good,Short-term
42,high,high,four,Non-Islam,Yes,two,high,Good,Short-term
45,avg-high,avg-high,five,Non-Islam,No,one,avg-high,Good,Short-term
37,high,high,four,Non-Islam,No,two,high,Good,Short-term
38,high,high,three,Non-Islam,Yes,two,high,Good,Short-term
42,avg-high,avg-high,four,Non-Islam,No,three,high,Good,Short-term
42,avg-low,high,five,Non-Islam,No,two,avg-high,Good,Short-term
41,high,high,six,Islam,No,one,high,Good,Short-term
43,high,high,five,Non-Islam,No,one,high,Good,Short-term
34,high,high,two,Non-Islam,Yes,three,avg-low,Good,Short-term
44,avg-low,avg-high,one,Non-Islam,No,two,high,Good,Short-term
41,high,high,four,Non-Islam,No,one,high,Good,Short-term
36,high,high,three,Islam,No,one,high,Good,Short-term
34,low,avg-low,five,Islam,No,three,high,Good,Short-term
32,avg-high,avg-low,five,Islam,No,three,avg-high,Good,
34,avg-high,avg-high,six,Islam,No,one,high,Good,
24,high,high,two,Islam,Yes,three,avg-high,Good,
21,avg-high,avg-high,one,Non-Islam,No,three,avg-low,Good,
38,high,avg-high,nine,Islam,No,three,avg-high,Good,
39,high,high,three,Islam,Yes,one,high,Good,
35,avg-low,avg-low,six,Islam,Yes,two,avg-low,Not Good,
30,avg-low,avg-high,seven,Islam,No,three,avg-high,Good,
17,avg-high,high,one,Islam,No,three,avg-high,Good,
32,avg-low,high,three,Islam,No,three,high,Good,
43,high,high,five,Non-Islam,No,one,high,Good,
31,avg-low,avg-low,four,Islam,No,three,avg-high,Good,
24,low,avg-low,three,Islam,No,three,avg-low,Good,
26,avg-low,high,three,Islam,No,one,avg-high,Good,
35,avg-high,high,four,Islam,Yes,one,high,Good,
46,avg-high,high,four,Islam,Yes,three,high,Good,
29,avg-low,avg-high,three,Islam,No,three,avg-high,Good,
21,avg-high,high,one,Islam,Yes,three,high,Good,
31,high,high,five,Islam,Yes,one,high,Good,
24,high,high,two,Islam,No,three,avg-high,Good,
24,avg-low,high,three,Islam,No,three,avg-high,Good,
36,high,high,four,Islam,No,one,avg-high,Good,
37,avg-low,avg-high,nine,Islam,No,three,avg-high,Good,
37,avg-high,avg-high,six,Islam,No,three,avg-high,Good,
37,avg-high,avg-high,eleven,Islam,No,one,avg-low,Good,
44,high,high,four,Non-Islam,No,two,avg-high,Good,
35,avg-low,avg-high,six,Islam,No,two,avg-high,Good,
25,high,high,three,Islam,No,three,avg-high,Good,
21,high,high,two,Islam,No,two,avg-high,Good,
24,low,avg-low,three,Islam,No,three,avg-low,Good,
16,avg-low,avg-high,one,Islam,No,three,low,Good,
21,avg-high,avg-low,one,Islam,No,three,low,Not Good,
25,avg-low,high,two,Islam,No,two,high,Good,
26,high,high,one,Islam,Yes,two,high,Good,
43,high,high,two,Islam,No,one,high,Good,
24,high,high,one,Islam,No,one,high,Good,
30,avg-high,high,three,Non-Islam,No,three,avg-high,Good,
30,avg-low,avg-high,three,Islam,No,three,avg-high,Good,
26,high,high,two,Islam,No,three,avg-high,Good,
29,avg-low,high,four,Islam,No,three,avg-low,Good,
24,avg-high,high,four,Islam,No,three,low,Good,
29,avg-high,avg-high,two,Islam,No,three,avg-low,Good,
29,low,avg-low,one,Islam,No,three,avg-high,Good,
22,high,high,one,Islam,No,two,high,Good,
30,avg-high,avg-high,four,Islam,Yes,three,avg-low,Good,
24,high,high,one,Islam,No,two,avg-high,Good,
25,high,high,two,Islam,No,one,avg-low,Good,
44,high,high,five,Islam,Yes,one,high,Good,
28,avg-low,avg-high,three,Islam,No,two,high,Good,
22,avg-high,avg-high,one,Islam,No,three,avg-low,Good,
30,avg-low,avg-low,six,Islam,Yes,two,avg-high,Good,
25,avg-high,high,three,Islam,No,two,high,Good,
25,high,high,two,Islam,No,three,avg-high,Good,
33,high,high,two,Islam,Yes,one,high,Good,
33,avg-high,avg-high,four,Islam,Yes,two,avg-high,Good,
26,avg-high,avg-high,two,Islam,Yes,two,avg-low,Good,
29,avg-high,high,five,Islam,No,three,avg-high,Good,
32,avg-high,avg-high,four,Islam,No,two,low,Good,
30,high,high,one,Islam,Yes,three,avg-low,Good,
37,high,high,one,Non-Islam,No,one,high,Good,
31,low,avg-low,four,Islam,No,three,avg-high,Good,
36,low,avg-low,four,Islam,No,three,low,Not Good,
36,avg-low,avg-low,seven,Islam,Yes,two,avg-low,Not Good,
26,avg-high,high,two,Islam,Yes,two,high,Good,
36,high,high,three,Islam,No,one,high,Good,
28,high,high,one,Islam,No,two,high,Good,
33,high,high,five,Islam,No,three,avg-high,Good,
25,avg-high,high,two,Islam,Yes,two,high,Good,
31,high,high,two,Non-Islam,No,one,high,Good,
38,high,high,four,Islam,Yes,one,high,Good,
35,low,avg-low,five,Islam,No,three,avg-high,Good,
33,high,high,three,Non-Islam,Yes,two,high,Good,
